Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
401.00 1124.01 0.757828 1.952829 -9967.947273 0.295110 1.142291 4.202 58.9797 1.49778 17.1703 0.744311 0.0830312 2.84712 0.00246262 6.36415 0.00117937 10.7153 1.59474
301.00 1122.05 1.571244 4.045281 -20693.177874 0.612814 2.367749 4.248 59.2005 1.40542 17.1588 0.730525 0.0822013 2.80381 0.00238344 6.31777 0.00113908 10.7238 1.5736
201.00 1120.06 1.826211 4.697421 -24081.330081 0.713352 2.751237 4.293 59.4187 1.31589 17.1475 0.716502 0.0813871 2.76102 0.00230672 6.27131 0.00110009 10.7316 1.55267
101.00 1118.03 1.828721 4.699504 -24144.718135 0.715430 2.754285 4.340 59.6355 1.22776 17.1366 0.702175 0.0805771 2.7187 0.00223211 6.22476 0.00106223 10.7389 1.5318
1.00 1115.98 1.831629 4.702512 -24213.423852 0.717670 2.757925 4.386 59.8504 1.14133 17.1261 0.687569 0.0797724 2.67689 0.00215958 6.17816 0.00102549 10.7457 1.51093

clinopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
41201.00 1204.06 12.478489 29.044453 -149862.311748 3.799523 14.855518 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.6818 0.705356 3.65853 0.727329 0 2.55895 0 17.7066 0 18.0768 1.88464
41101.00 1203.89 12.478745 29.045265 -149903.787626 3.799816 14.856526 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.6783 0.704988 3.66535 0.726815 0 2.5601 0 17.7043 0 18.0754 1.88469
41001.00 1203.72 12.479016 29.046110 -149945.441819 3.800113 14.857550 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6749 0.704617 3.67221 0.7263 0 2.56125 0 17.7021 0 18.0739 1.88475
40901.00 1203.54 12.479301 29.046988 -149987.276419 3.800414 14.858591 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6714 0.704243 3.6791 0.725786 0 2.5624 0 17.6998 0 18.0725 1.8848
40801.00 1203.37 12.479601 29.047901 -150029.293548 3.800719 14.859649 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6679 0.703868 3.68604 0.725271 0 2.56356 0 17.6975 0 18.071 1.88485
40701.00 1203.20 12.479916 29.048847 -150071.495357 3.801029 14.860724 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6643 0.703489 3.69302 0.724756 0 2.56472 0 17.6952 0 18.0696 1.8849
40601.00 1203.02 12.480245 29.049829 -150113.884024 3.801344 14.861816 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6607 0.703108 3.70003 0.724241 0 2.56589 0 17.6929 0 18.0682 1.88494
40501.00 1202.85 12.480590 29.050845 -150156.461755 3.801663 14.862925 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6572 0.702725 3.70709 0.723726 0 2.56705 0 17.6905 0 18.0667 1.88498
40401.00 1202.67 12.480951 29.051897 -150199.230784 3.801986 14.864051 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6535 0.702339 3.71419 0.723211 0 2.56823 0 17.6882 0 18.0653 1.88502
40301.00 1202.50 12.481327 29.052985 -150242.193377 3.802315 14.865195 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6499 0.70195 3.72132 0.722696 0 2.56941 0 17.6858 0 18.0639 1.88506
40201.00 1202.33 12.481719 29.054110 -150285.351826 3.802648 14.866357 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6462 0.701559 3.7285 0.722181 0 2.57059 0 17.6834 0 18.0624 1.8851
40101.00 1202.15 12.482127 29.055271 -150328.708455 3.802986 14.867537 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6425 0.701165 3.73572 0.721666 0 2.57177 0 17.681 0 18.061 1.88513
40001.00 1201.98 12.482551 29.056469 -150372.265620 3.803328 14.868736 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6388 0.700768 3.74299 0.721151 0 2.57296 0 17.6786 0 18.0596 1.88516
39901.00 1201.80 12.482991 29.057705 -150416.025705 3.803676 14.869953 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.635 0.700369 3.75029 0.720635 0 2.57416 0 17.6761 0 18.0582 1.88519
39801.00 1201.63 12.483448 29.058979 -150459.991130 3.804028 14.871189 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6313 0.699968 3.75764 0.72012 0 2.57535 0 17.6737 0 18.0568 1.88522
39701.00 1201.46 12.483921 29.060291 -150504.164343 3.804386 14.872444 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6275 0.699563 3.76503 0.719604 0 2.57655 0 17.6712 0 18.0554 1.88524
39601.00 1201.28 12.484411 29.061642 -150548.547831 3.804748 14.873718 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6236 0.699156 3.77246 0.719088 0 2.57776 0 17.6687 0 18.054 1.88527
39501.00 1201.11 12.484919 29.063032 -150593.144099 3.805116 14.875011 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6198 0.698747 3.77994 0.718572 0 2.57897 0 17.6662 0 18.0526 1.88528
39401.00 1200.93 12.485443 29.064462 -150637.955710 3.805489 14.876324 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6159 0.698334 3.78746 0.718056 0 2.58018 0 17.6636 0 18.0512 1.8853
39301.00 1200.76 12.485985 29.065933 -150682.985244 3.805867 14.877657 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.612 0.697919 3.79502 0.71754 0 2.5814 0 17.6611 0 18.0498 1.88531
39201.00 1200.58 12.486545 29.067443 -150728.235321 3.806250 14.879010 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.608 0.697501 3.80263 0.717024 0 2.58263 0 17.6585 0 18.0484 1.88533
39101.00 1200.41 12.487123 29.068996 -150773.708599 3.806639 14.880384 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.604 0.697081 3.81028 0.716508 0 2.58385 0 17.6559 0 18.047 1.88534
39001.00 1200.24 12.487718 29.070589 -150819.407770 3.807033 14.881778 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.6 0.696658 3.81798 0.715991 0 2.58508 0 17.6533 0 18.0456 1.88534
38901.00 1200.06 12.488332 29.072225 -150865.335563 3.807432 14.883193 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.596 0.696232 3.82572 0.715474 0 2.58632 0 17.6507 0 18.0442 1.88534
38801.00 1199.89 12.488965 29.073903 -150911.494748 3.807837 14.884629 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5919 0.695803 3.83351 0.714958 0 2.58756 0 17.648 0 18.0429 1.88535
38701.00 1199.71 12.489616 29.075625 -150957.888131 3.808248 14.886086 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5879 0.695371 3.84134 0.714441 0 2.5888 0 17.6454 0 18.0415 1.88534
38601.00 1199.54 12.490286 29.077390 -151004.518558 3.808664 14.887565 cpx Na0.13Ca0.69Fe''0.08Mg0.94Fe'''0.02Ti0.02Al0.16Si1.96O6 54.5837 0.694937 3.84922 0.713923 0 2.59005 0 17.6427 0 18.0401 1.88534
